,image_number,xmin,ymin,xmax,ymax,x_values_odo,y_values_odo,z_values_odo,x_center,y_center,width,height
416,261,208,114,451,570,1.519,4.271,0.978693,329,342,243,456
417,261,694,124,1092,648,1.519,4.271,0.978693,893,386,398,524
418,262,195,112,448,580,1.519,4.271,0.980536,321,346,253,468
419,262,695,119,1111,667,1.519,4.271,0.980536,903,393,416,548
420,263,201,119,443,575,1.519,4.271,0.98244,322,347,242,456
421,263,693,124,1104,662,1.519,4.271,0.98244,898,393,411,538
422,264,193,112,437,569,1.519,4.271,0.984112,315,340,244,457
423,264,700,120,1125,664,1.519,4.271,0.984112,912,392,425,544
424,265,193,95,440,562,1.519,4.271,0.985829,316,328,247,467
425,265,701,105,1116,658,1.519,4.271,0.985829,908,381,415,553
426,266,189,102,450,562,1.519,4.271,0.987327,319,332,261,460
427,266,707,108,1132,657,1.519,4.271,0.987327,919,382,425,549
428,267,187,86,438,557,1.517,4.272,0.988045,312,321,251,471
429,267,704,84,1134,655,1.517,4.272,0.988045,919,369,430,571
430,268,205,98,475,562,1.512,4.273,0.98828,340,330,270,464
431,268,759,80,1190,666,1.512,4.273,0.98828,974,373,431,586
432,269,279,84,536,558,1.504,4.276,0.988396,407,321,257,474
433,269,806,72,1247,676,1.504,4.276,0.988396,1026,374,441,604
434,270,308,87,553,562,1.492,4.279,0.988396,430,324,245,475
435,270,837,75,1279,674,1.492,4.279,0.988396,1058,374,442,599
436,271,336,84,568,563,1.478,4.284,0.988396,452,323,232,479
437,271,846,66,1280,672,1.478,4.284,0.988396,1063,369,434,606
438,272,353,80,608,560,1.461,4.289,0.98828,480,320,255,480
439,272,887,63,1280,679,1.461,4.289,0.98828,1083,371,393,616
440,273,398,86,647,567,1.442,4.295,0.98828,522,326,249,481
441,273,929,65,1280,675,1.442,4.295,0.98828,1104,370,351,610
442,274,416,94,686,569,1.422,4.301,0.98828,551,331,270,475
443,274,975,63,1280,679,1.422,4.301,0.98828,1127,371,305,616
444,275,465,97,725,569,1.404,4.306,0.988396,595,333,260,472
445,275,1013,63,1280,682,1.404,4.306,0.988396,1146,372,267,619
446,276,491,97,765,571,1.384,4.312,0.988396,628,334,274,474
447,276,1053,60,1280,680,1.384,4.312,0.988396,1166,370,227,620
448,277,549,100,793,574,1.366,4.318,0.98828,671,337,244,474
449,277,1085,50,1280,657,1.366,4.318,0.98828,1182,353,195,607
450,278,568,100,819,569,1.346,4.324,0.988512,693,334,251,469
451,278,1127,58,1280,655,1.346,4.324,0.988512,1203,356,153,597
452,279,574,104,822,575,1.327,4.33,0.988512,698,339,248,471
453,280,570,91,835,569,1.308,4.336,0.988396,702,330,265,478
454,281,572,105,830,576,1.289,4.341,0.988396,701,340,258,471
455,282,569,89,820,569,1.27,4.347,0.988396,694,329,251,480
456,283,556,96,822,576,1.251,4.353,0.98828,689,336,266,480
457,284,562,94,824,578,1.232,4.359,0.988396,693,336,262,484
458,285,573,84,828,576,1.213,4.365,0.988396,700,330,255,492
459,286,572,88,824,584,1.194,4.37,0.988512,698,336,252,496
460,287,572,87,824,584,1.178,4.375,0.98897,698,335,252,497
461,288,572,77,825,586,1.164,4.379,0.989967,698,331,253,509
462,289,560,74,825,591,1.153,4.382,0.991523,692,332,265,517
463,290,560,69,820,593,1.146,4.384,0.992581,690,331,260,524
464,291,557,69,823,600,1.141,4.385,0.993741,690,334,266,531
465,292,546,74,820,610,1.138,4.386,0.994646,683,342,274,536
466,293,554,73,822,605,1.138,4.386,0.99526,688,339,268,532
467,294,546,70,822,617,1.138,4.386,0.996178,684,343,276,547
468,295,548,79,820,634,1.138,4.386,0.996877,684,356,272,555
469,296,546,65,829,616,1.138,4.386,0.997613,687,340,283,551
470,297,545,65,825,619,1.138,4.386,0.998205,685,342,280,554
471,298,546,53,822,614,1.138,4.386,0.998751,684,333,276,561
472,299,549,45,836,611,1.138,4.386,0.999168,692,328,287,566
473,300,543,32,829,598,1.138,4.386,0.999524,686,315,286,566
474,301,532,17,833,594,1.138,4.386,0.999748,682,305,301,577
475,302,546,8,868,596,1.138,4.386,0.999931,707,302,322,588
476,303,605,1,915,594,1.138,4.386,1,760,297,310,593
477,304,653,1,940,598,1.138,4.386,0.99996,796,299,287,597
478,305,663,1,985,596,1.136,4.386,0.999909,824,298,322,595
479,306,693,3,1032,604,1.131,4.385,0.999875,862,303,339,601
480,307,736,9,1057,610,1.122,4.385,0.999875,896,309,321,601
481,308,772,3,1100,612,1.11,4.385,0.999875,936,307,328,609
482,309,808,2,1129,614,1.095,4.384,0.999875,968,308,321,612
483,310,847,1,1190,617,1.077,4.383,0.999863,1018,309,343,616
484,311,872,1,1245,620,1.057,4.383,0.999875,1058,310,373,619
485,312,937,2,1280,630,1.037,4.382,0.999863,1108,316,343,628
486,313,,,,,1.017,4.381,0.999863,0,0,0,0
487,314,1014,3,1280,639,0.997,4.38,0.999863,1147,321,266,636
488,315,1041,2,1280,641,0.978,4.38,0.999863,1160,321,239,639
489,316,1062,1,1280,645,0.957,4.379,0.999863,1171,323,218,644
490,317,1061,1,1280,641,0.938,4.378,0.999875,1170,321,219,640
491,318,1058,1,1280,655,0.918,4.377,0.999863,1169,328,222,654
492,319,1062,2,1280,650,0.898,4.376,0.999887,1171,326,218,648
493,320,1074,1,1280,667,0.878,4.376,0.999875,1177,334,206,666
494,321,1075,5,1280,666,0.858,4.375,0.999875,1177,335,205,661
495,322,1076,5,1280,668,0.838,4.374,0.999863,1178,336,204,663
496,323,1074,3,1280,678,0.818,4.373,0.999875,1177,340,206,675
497,324,1073,1,1280,683,0.798,4.373,0.999863,1176,342,207,682
498,325,1077,1,1280,688,0.779,4.372,0.999875,1178,344,203,687
499,326,1086,5,1280,696,0.759,4.371,0.999863,1183,350,194,691
500,327,1099,2,1280,693,0.739,4.37,0.999875,1189,347,181,691
501,328,1096,4,1280,712,0.719,4.37,0.999875,1188,358,184,708
502,329,1097,2,1280,695,0.699,4.369,0.999863,1188,348,183,693
503,330,1115,1,1280,704,0.679,4.368,0.999875,1197,352,165,703
504,331,,,,,0.659,4.367,0.999875,0,0,0,0
505,332,,,,,0.639,4.367,0.999875,0,0,0,0
506,333,,,,,0.619,4.366,0.999863,0,0,0,0
507,334,,,,,0.6,4.365,0.999863,0,0,0,0
508,335,,,,,0.58,4.364,0.999887,0,0,0,0
509,336,,,,,0.56,4.363,0.999863,0,0,0,0
510,337,,,,,0.54,4.363,0.999887,0,0,0,0
511,338,,,,,0.52,4.362,0.999863,0,0,0,0
512,339,,,,,0.5,4.361,0.999875,0,0,0,0
513,340,,,,,0.48,4.36,0.999875,0,0,0,0
514,341,,,,,0.46,4.36,0.999875,0,0,0,0
515,342,,,,,0.44,4.359,0.999863,0,0,0,0
516,343,,,,,0.42,4.358,0.999875,0,0,0,0
517,344,,,,,0.401,4.357,0.999863,0,0,0,0
518,345,,,,,0.381,4.357,0.999875,0,0,0,0
519,346,,,,,0.361,4.356,0.999875,0,0,0,0
520,347,,,,,0.341,4.355,0.999863,0,0,0,0
521,348,,,,,0.321,4.354,0.999887,0,0,0,0
522,349,,,,,0.301,4.354,0.999863,0,0,0,0
523,350,,,,,0.284,4.353,0.999792,0,0,0,0
524,351,,,,,0.27,4.352,0.999668,0,0,0,0
525,352,,,,,0.258,4.351,0.999278,0,0,0,0
526,353,,,,,0.251,4.351,0.998923,0,0,0,0
527,354,,,,,0.245,4.35,0.998412,0,0,0,0
528,355,,,,,0.243,4.35,0.997853,0,0,0,0
529,356,,,,,0.238,4.349,0.997803,0,0,0,0
530,357,,,,,0.231,4.348,0.997595,0,0,0,0
531,358,,,,,0.22,4.347,0.997752,0,0,0,0
532,359,,,,,0.206,4.345,0.997595,0,0,0,0
533,360,,,,,0.19,4.342,0.9977,0,0,0,0
534,361,,,,,0.17,4.339,0.997648,0,0,0,0
535,362,,,,,0.15,4.337,0.997648,0,0,0,0
536,363,,,,,0.131,4.334,0.997648,0,0,0,0
537,364,,,,,0.111,4.331,0.9977,0,0,0,0
538,365,,,,,0.091,4.328,0.997752,0,0,0,0
539,366,,,,,0.071,4.325,0.997648,0,0,0,0
540,367,,,,,0.052,4.322,0.9977,0,0,0,0
541,368,,,,,0.032,4.319,0.997648,0,0,0,0
542,369,,,,,0.012,4.317,0.997648,0,0,0,0
543,370,,,,,-0.008,4.314,0.997648,0,0,0,0
544,371,,,,,-0.027,4.311,0.997648,0,0,0,0
545,372,,,,,-0.047,4.308,0.9977,0,0,0,0
546,373,,,,,-0.067,4.305,0.9977,0,0,0,0
547,374,,,,,-0.086,4.302,0.997648,0,0,0,0
548,375,,,,,-0.106,4.3,0.997648,0,0,0,0
549,376,,,,,-0.126,4.297,0.9977,0,0,0,0
550,377,,,,,-0.146,4.294,0.9977,0,0,0,0
551,378,,,,,-0.165,4.291,0.997648,0,0,0,0
552,379,,,,,-0.185,4.288,0.9977,0,0,0,0
553,380,,,,,-0.205,4.285,0.997648,0,0,0,0
554,381,,,,,-0.222,4.283,0.997952,0,0,0,0
555,382,,,,,-0.236,4.281,0.998412,0,0,0,0
556,383,,,,,-0.247,4.28,0.998887,0,0,0,0
557,384,,,,,-0.255,4.279,0.999307,0,0,0,0
558,385,,,,,-0.26,4.279,0.999585,0,0,0,0
559,386,6,70,222,565,-0.262,4.279,0.999807,114,317,216,495
560,387,3,75,255,567,-0.262,4.279,0.999822,129,321,252,492
561,388,1,67,285,567,-0.262,4.279,0.999822,143,317,284,500
562,389,1,64,254,580,-0.262,4.279,0.999822,127,322,253,516
563,390,1,60,245,563,-0.264,4.279,0.999822,123,311,244,503
564,391,1,42,271,567,-0.269,4.279,0.999863,136,304,270,525
565,392,2,42,236,564,-0.279,4.278,0.99985,119,303,234,522
566,393,1,35,209,557,-0.29,4.278,0.999875,105,296,208,522
567,394,1,34,219,569,-0.304,4.277,0.999863,110,301,218,535
568,395,1,26,202,562,-0.322,4.276,0.999863,101,294,201,536
569,396,3,25,222,566,-0.342,4.276,0.99985,112,295,219,541
570,397,1,17,205,570,-0.362,4.275,0.999863,103,293,204,553
571,398,1,19,221,571,-0.382,4.274,0.999863,111,295,220,552
572,399,1,15,219,579,-0.402,4.273,0.999863,110,297,218,564
573,400,1,16,207,569,-0.422,4.273,0.999863,104,292,206,553
574,401,1,15,201,581,-0.442,4.272,0.999863,101,298,200,566
575,402,1,16,193,582,-0.462,4.271,0.999863,97,299,192,566
576,403,1,3,181,592,-0.482,4.27,0.999875,91,297,180,589
577,404,3,1,179,591,-0.502,4.269,0.999863,91,296,176,590
578,405,1,1,172,604,-0.521,4.269,0.999863,86,302,171,603
579,406,3,1,166,603,-0.538,4.268,0.999792,84,302,163,602
580,407,1,4,159,591,-0.553,4.267,0.999628,80,297,158,587
581,408,2,2,154,601,-0.568,4.266,0.999492,78,301,152,599
582,409,3,2,184,617,-0.588,4.265,0.999585,93,309,181,615
583,410,1,2,167,605,-0.609,4.263,0.999562,84,303,166,603
584,411,,,,,-0.628,4.262,0.999585,0,0,0,0
585,412,,,,,-0.647,4.261,0.99954,0,0,0,0
586,413,,,,,-0.668,4.259,0.999562,0,0,0,0
587,414,,,,,-0.688,4.258,0.999585,0,0,0,0
588,415,,,,,-0.707,4.257,0.999562,0,0,0,0
589,416,,,,,-0.728,4.256,0.999562,0,0,0,0
590,417,,,,,-0.748,4.254,0.99954,0,0,0,0
591,418,,,,,-0.767,4.253,0.999562,0,0,0,0
592,419,,,,,-0.787,4.252,0.999585,0,0,0,0
593,420,,,,,-0.808,4.25,0.99954,0,0,0,0
594,421,,,,,-0.827,4.249,0.99954,0,0,0,0
595,422,,,,,-0.847,4.248,0.999562,0,0,0,0
596,423,,,,,-0.867,4.246,0.99954,0,0,0,0
597,424,,,,,-0.887,4.245,0.999562,0,0,0,0
598,425,,,,,-0.907,4.244,0.999562,0,0,0,0
599,426,,,,,-0.927,4.242,0.99954,0,0,0,0
600,427,,,,,-0.946,4.241,0.999562,0,0,0,0
601,428,,,,,-0.966,4.24,0.999516,0,0,0,0
602,429,,,,,-0.986,4.238,0.999585,0,0,0,0
603,430,,,,,-1.006,4.237,0.999562,0,0,0,0
604,431,,,,,-1.026,4.236,0.999562,0,0,0,0
605,432,,,,,-1.046,4.235,0.999562,0,0,0,0
606,433,,,,,-1.066,4.233,0.999562,0,0,0,0
607,434,,,,,-1.086,4.232,0.999562,0,0,0,0
608,435,,,,,-1.105,4.231,0.999585,0,0,0,0
609,436,,,,,-1.126,4.229,0.99954,0,0,0,0
610,437,,,,,-1.146,4.228,0.999562,0,0,0,0
611,438,,,,,-1.165,4.227,0.999562,0,0,0,0
612,439,,,,,-1.185,4.225,0.99954,0,0,0,0
613,440,,,,,-1.205,4.224,0.99954,0,0,0,0
614,441,,,,,-1.225,4.223,0.99954,0,0,0,0
615,442,,,,,-1.242,4.221,0.999416,0,0,0,0
616,443,,,,,-1.256,4.22,0.999188,0,0,0,0
617,444,,,,,-1.268,4.219,0.99866,0,0,0,0
618,445,,,,,-1.276,4.218,0.998143,0,0,0,0
619,446,,,,,-1.281,4.218,0.997752,0,0,0,0
620,447,,,,,-1.288,4.217,0.99721,0,0,0,0
621,448,,,,,-1.3,4.215,0.997488,0,0,0,0
622,449,,,,,-1.314,4.213,0.997379,0,0,0,0
623,450,,,,,-1.33,4.21,0.997434,0,0,0,0
624,451,,,,,-1.351,4.207,0.997379,0,0,0,0
625,452,,,,,-1.37,4.204,0.997379,0,0,0,0
626,453,,,,,-1.389,4.201,0.997434,0,0,0,0
627,454,,,,,-1.409,4.198,0.997434,0,0,0,0
628,455,,,,,-1.429,4.195,0.997323,0,0,0,0
629,456,,,,,-1.449,4.192,0.997379,0,0,0,0
630,457,,,,,-1.469,4.189,0.997379,0,0,0,0
631,458,,,,,-1.488,4.186,0.997488,0,0,0,0
632,459,,,,,-1.508,4.183,0.997323,0,0,0,0
633,460,,,,,-1.528,4.18,0.997434,0,0,0,0
634,461,,,,,-1.548,4.177,0.997323,0,0,0,0
635,462,,,,,-1.567,4.174,0.997434,0,0,0,0
636,463,,,,,-1.587,4.171,0.997379,0,0,0,0
637,464,,,,,-1.607,4.168,0.997434,0,0,0,0
638,465,,,,,-1.626,4.165,0.997379,0,0,0,0
639,466,,,,,-1.646,4.162,0.997434,0,0,0,0
640,467,,,,,-1.666,4.159,0.997379,0,0,0,0
641,468,,,,,-1.686,4.156,0.997434,0,0,0,0
642,469,,,,,-1.705,4.153,0.997379,0,0,0,0
643,470,,,,,-1.725,4.15,0.997434,0,0,0,0
644,471,,,,,-1.745,4.147,0.997323,0,0,0,0
645,472,,,,,-1.765,4.144,0.997323,0,0,0,0
646,473,,,,,-1.784,4.141,0.997434,0,0,0,0
647,474,,,,,-1.804,4.138,0.997379,0,0,0,0
648,475,,,,,-1.824,4.135,0.997379,0,0,0,0
649,476,,,,,-1.843,4.132,0.997434,0,0,0,0
650,477,,,,,-1.863,4.129,0.997379,0,0,0,0
651,478,,,,,-1.883,4.126,0.997434,0,0,0,0
652,479,,,,,-1.903,4.123,0.997434,0,0,0,0
653,480,,,,,-1.922,4.12,0.997434,0,0,0,0
654,481,,,,,-1.942,4.117,0.997434,0,0,0,0
655,482,,,,,-1.962,4.114,0.997434,0,0,0,0
656,483,,,,,-1.982,4.111,0.997379,0,0,0,0
657,484,,,,,-2.001,4.108,0.997434,0,0,0,0
658,485,,,,,-2.021,4.105,0.997434,0,0,0,0
659,486,,,,,-2.041,4.102,0.997434,0,0,0,0
660,487,,,,,-2.061,4.099,0.997379,0,0,0,0
661,488,,,,,-2.08,4.096,0.997379,0,0,0,0
662,489,,,,,-2.1,4.093,0.997434,0,0,0,0
663,490,,,,,-2.12,4.09,0.997379,0,0,0,0
664,491,,,,,-2.14,4.087,0.997434,0,0,0,0
665,492,,,,,-2.159,4.084,0.997323,0,0,0,0
666,493,,,,,-2.179,4.081,0.997434,0,0,0,0
667,494,,,,,-2.199,4.078,0.997379,0,0,0,0
668,495,,,,,-2.218,4.075,0.997379,0,0,0,0
669,496,,,,,-2.238,4.072,0.997488,0,0,0,0
670,497,,,,,-2.258,4.069,0.997379,0,0,0,0
671,498,,,,,-2.277,4.066,0.997434,0,0,0,0
672,499,,,,,-2.297,4.063,0.997323,0,0,0,0
673,500,,,,,-2.317,4.06,0.997379,0,0,0,0
674,501,,,,,-2.337,4.057,0.997379,0,0,0,0
675,502,,,,,-2.356,4.054,0.997379,0,0,0,0
676,503,,,,,-2.376,4.051,0.997323,0,0,0,0
677,504,,,,,-2.396,4.048,0.997379,0,0,0,0
678,505,,,,,-2.415,4.045,0.997379,0,0,0,0
679,506,,,,,-2.435,4.042,0.997379,0,0,0,0
680,507,,,,,-2.455,4.039,0.997434,0,0,0,0
681,508,,,,,-2.475,4.036,0.997379,0,0,0,0
682,509,,,,,-2.494,4.033,0.997379,0,0,0,0
683,510,,,,,-2.514,4.03,0.997379,0,0,0,0
684,511,,,,,-2.534,4.027,0.997379,0,0,0,0
685,512,,,,,-2.553,4.024,0.997434,0,0,0,0
686,513,,,,,-2.573,4.021,0.997379,0,0,0,0
687,514,,,,,-2.593,4.018,0.997434,0,0,0,0
688,515,,,,,-2.613,4.015,0.997379,0,0,0,0
689,516,,,,,-2.632,4.012,0.997434,0,0,0,0
690,517,,,,,-2.652,4.009,0.997379,0,0,0,0
691,518,,,,,-2.672,4.006,0.997379,0,0,0,0
692,519,,,,,-2.692,4.003,0.997323,0,0,0,0
693,520,,,,,-2.712,4,0.997379,0,0,0,0
694,521,,,,,-2.731,3.997,0.997488,0,0,0,0
695,522,,,,,-2.751,3.994,0.997323,0,0,0,0
696,523,,,,,-2.771,3.991,0.997434,0,0,0,0
697,524,,,,,-2.79,3.988,0.997379,0,0,0,0
698,525,,,,,-2.81,3.985,0.997379,0,0,0,0
699,526,,,,,-2.83,3.982,0.997434,0,0,0,0
700,527,,,,,-2.85,3.979,0.997379,0,0,0,0
701,528,,,,,-2.869,3.976,0.997434,0,0,0,0
702,529,,,,,-2.889,3.973,0.997434,0,0,0,0
703,530,,,,,-2.909,3.97,0.997434,0,0,0,0
704,531,,,,,-2.928,3.967,0.997379,0,0,0,0
705,532,,,,,-2.948,3.964,0.997434,0,0,0,0
706,533,,,,,-2.968,3.961,0.997379,0,0,0,0
707,534,,,,,-2.988,3.958,0.997379,0,0,0,0
708,535,,,,,-3.007,3.955,0.997379,0,0,0,0
709,536,,,,,-3.027,3.952,0.997379,0,0,0,0
710,537,,,,,-3.044,3.949,0.997094,0,0,0,0
711,538,,,,,-3.058,3.947,0.996546,0,0,0,0
712,539,,,,,-3.069,3.945,0.9956,0,0,0,0
713,540,,,,,-3.077,3.943,0.994698,0,0,0,0
714,541,,,,,-3.083,3.942,0.993712,0,0,0,0
715,542,,,,,-3.089,3.941,0.993276,0,0,0,0
716,543,,,,,-3.101,3.938,0.993539,0,0,0,0
717,544,,,,,-3.115,3.934,0.993364,0,0,0,0
718,545,,,,,-3.131,3.931,0.993364,0,0,0,0
719,546,,,,,-3.151,3.926,0.993452,0,0,0,0
720,547,,,,,-3.17,3.921,0.993452,0,0,0,0
721,548,,,,,-3.189,3.917,0.993452,0,0,0,0
722,549,,,,,-3.209,3.912,0.993539,0,0,0,0
723,550,,,,,-3.228,3.907,0.993364,0,0,0,0
724,551,,,,,-3.247,3.903,0.993452,0,0,0,0
725,552,,,,,-3.267,3.898,0.993364,0,0,0,0
726,553,,,,,-3.286,3.893,0.993452,0,0,0,0
727,554,,,,,-3.305,3.888,0.993364,0,0,0,0
728,555,,,,,-3.325,3.884,0.993364,0,0,0,0
729,556,,,,,-3.344,3.879,0.993452,0,0,0,0
730,557,,,,,-3.364,3.874,0.993452,0,0,0,0
731,558,,,,,-3.383,3.87,0.993452,0,0,0,0
732,559,,,,,-3.402,3.865,0.993364,0,0,0,0
733,560,,,,,-3.422,3.86,0.993452,0,0,0,0
734,561,,,,,-3.441,3.856,0.993364,0,0,0,0
735,562,,,,,-3.461,3.851,0.993452,0,0,0,0
736,563,,,,,-3.48,3.846,0.993539,0,0,0,0
737,564,,,,,-3.499,3.842,0.993364,0,0,0,0
738,565,,,,,-3.519,3.837,0.993539,0,0,0,0
739,566,,,,,-3.538,3.832,0.993364,0,0,0,0
740,567,,,,,-3.557,3.828,0.993539,0,0,0,0
741,568,,,,,-3.577,3.823,0.993452,0,0,0,0
742,569,,,,,-3.596,3.818,0.993452,0,0,0,0
743,570,,,,,-3.616,3.814,0.993276,0,0,0,0
744,571,,,,,-3.635,3.809,0.993452,0,0,0,0
745,572,,,,,-3.654,3.804,0.993452,0,0,0,0
746,573,,,,,-3.674,3.8,0.993364,0,0,0,0
747,574,,,,,-3.693,3.795,0.993452,0,0,0,0
748,575,,,,,-3.712,3.79,0.993364,0,0,0,0
749,576,,,,,-3.732,3.786,0.993452,0,0,0,0
750,577,,,,,-3.751,3.781,0.993364,0,0,0,0
751,578,,,,,-3.771,3.776,0.993452,0,0,0,0
752,579,,,,,-3.79,3.772,0.993539,0,0,0,0
753,580,,,,,-3.809,3.767,0.993364,0,0,0,0
754,581,,,,,-3.829,3.762,0.993539,0,0,0,0
755,582,,,,,-3.848,3.758,0.993364,0,0,0,0
756,583,,,,,-3.867,3.753,0.993539,0,0,0,0
757,584,,,,,-3.887,3.748,0.993364,0,0,0,0
758,585,,,,,-3.906,3.744,0.993364,0,0,0,0
759,586,,,,,-3.926,3.739,0.993364,0,0,0,0
760,587,,,,,-3.945,3.734,0.993364,0,0,0,0
761,588,,,,,-3.964,3.73,0.993539,0,0,0,0
762,589,,,,,-3.984,3.725,0.993452,0,0,0,0
763,590,,,,,-4.003,3.72,0.993452,0,0,0,0
764,591,,,,,-4.023,3.716,0.993364,0,0,0,0
765,592,,,,,-4.042,3.711,0.993452,0,0,0,0
766,593,,,,,-4.061,3.706,0.993364,0,0,0,0
767,594,,,,,-4.081,3.702,0.993452,0,0,0,0
768,595,,,,,-4.1,3.697,0.993452,0,0,0,0
769,596,,,,,-4.119,3.692,0.993364,0,0,0,0
770,597,,,,,-4.139,3.688,0.993452,0,0,0,0
771,598,,,,,-4.158,3.683,0.993364,0,0,0,0
772,599,,,,,-4.177,3.678,0.993452,0,0,0,0
773,600,,,,,-4.197,3.674,0.993364,0,0,0,0
774,601,,,,,-4.216,3.669,0.993452,0,0,0,0
775,602,,,,,-4.236,3.664,0.993364,0,0,0,0
776,603,,,,,-4.255,3.659,0.993364,0,0,0,0
777,604,,,,,-4.274,3.655,0.993452,0,0,0,0
778,605,,,,,-4.294,3.65,0.993452,0,0,0,0
779,606,,,,,-4.313,3.646,0.993452,0,0,0,0
780,607,,,,,-4.333,3.641,0.993364,0,0,0,0
781,608,,,,,-4.352,3.636,0.993452,0,0,0,0
782,609,,,,,-4.372,3.631,0.993364,0,0,0,0
783,610,,,,,-4.391,3.627,0.993539,0,0,0,0
784,611,,,,,-4.41,3.622,0.993539,0,0,0,0
785,612,,,,,-4.43,3.618,0.993364,0,0,0,0
786,613,,,,,-4.449,3.613,0.993452,0,0,0,0
787,614,,,,,-4.468,3.608,0.993364,0,0,0,0
788,615,,,,,-4.488,3.604,0.993452,0,0,0,0
789,616,,,,,-4.507,3.599,0.993364,0,0,0,0
790,617,,,,,-4.526,3.594,0.993364,0,0,0,0
791,618,,,,,-4.546,3.589,0.993364,0,0,0,0
792,619,,,,,-4.565,3.585,0.993452,0,0,0,0
793,620,,,,,-4.585,3.58,0.993452,0,0,0,0
794,621,,,,,-4.604,3.575,0.993452,0,0,0,0
795,622,,,,,-4.623,3.571,0.993452,0,0,0,0
796,623,,,,,-4.643,3.566,0.993364,0,0,0,0
797,624,,,,,-4.662,3.561,0.993452,0,0,0,0
798,625,,,,,-4.682,3.557,0.993364,0,0,0,0
799,626,,,,,-4.701,3.552,0.993539,0,0,0,0
800,627,,,,,-4.72,3.547,0.993452,0,0,0,0
801,628,,,,,-4.739,3.543,0.993452,0,0,0,0
802,629,,,,,-4.759,3.538,0.993452,0,0,0,0
803,630,,,,,-4.778,3.533,0.993452,0,0,0,0
804,631,,,,,-4.798,3.529,0.993452,0,0,0,0
805,632,,,,,-4.817,3.524,0.993452,0,0,0,0
806,633,,,,,-4.836,3.519,0.993364,0,0,0,0
807,634,,,,,-4.856,3.515,0.993452,0,0,0,0
808,635,,,,,-4.875,3.51,0.993452,0,0,0,0
809,636,,,,,-4.895,3.505,0.993452,0,0,0,0
810,637,,,,,-4.914,3.501,0.993452,0,0,0,0
811,638,,,,,-4.933,3.496,0.993364,0,0,0,0
812,639,,,,,-4.953,3.491,0.993452,0,0,0,0
813,640,,,,,-4.972,3.487,0.993452,0,0,0,0
814,641,,,,,-4.992,3.482,0.993364,0,0,0,0
815,642,,,,,-5.011,3.477,0.993626,0,0,0,0
816,643,,,,,-5.03,3.473,0.993364,0,0,0,0
817,644,,,,,-5.05,3.468,0.993539,0,0,0,0
818,645,,,,,-5.069,3.463,0.993452,0,0,0,0
819,646,,,,,-5.088,3.459,0.993452,0,0,0,0
820,647,,,,,-5.108,3.454,0.993452,0,0,0,0
821,648,,,,,-5.127,3.449,0.993452,0,0,0,0
822,649,,,,,-5.147,3.445,0.993364,0,0,0,0
823,650,,,,,-5.166,3.44,0.993364,0,0,0,0
824,651,,,,,-5.185,3.435,0.993452,0,0,0,0
825,652,,,,,-5.205,3.431,0.993452,0,0,0,0
826,653,,,,,-5.224,3.426,0.993452,0,0,0,0
827,654,,,,,-5.243,3.421,0.993364,0,0,0,0
828,655,,,,,-5.263,3.417,0.993452,0,0,0,0
829,656,,,,,-5.282,3.412,0.993452,0,0,0,0
830,657,,,,,-5.301,3.407,0.993452,0,0,0,0
831,658,,,,,-5.321,3.403,0.993626,0,0,0,0
832,659,,,,,-5.34,3.398,0.993452,0,0,0,0
833,660,,,,,-5.36,3.393,0.993539,0,0,0,0
834,661,,,,,-5.379,3.389,0.993452,0,0,0,0
835,662,,,,,-5.399,3.384,0.993452,0,0,0,0
836,663,,,,,-5.418,3.38,0.993364,0,0,0,0
837,664,,,,,-5.437,3.375,0.993452,0,0,0,0
838,665,,,,,-5.457,3.37,0.993276,0,0,0,0
839,666,,,,,-5.476,3.365,0.993276,0,0,0,0
840,667,,,,,-5.495,3.361,0.993539,0,0,0,0
841,668,,,,,-5.515,3.356,0.993364,0,0,0,0
842,669,,,,,-5.534,3.351,0.993539,0,0,0,0
843,670,,,,,-5.553,3.347,0.993364,0,0,0,0
844,671,,,,,-5.573,3.342,0.993364,0,0,0,0
845,672,,,,,-5.592,3.337,0.993364,0,0,0,0
846,673,,,,,-5.612,3.333,0.993364,0,0,0,0
847,674,,,,,-5.631,3.328,0.993539,0,0,0,0
848,675,,,,,-5.65,3.323,0.993364,0,0,0,0
849,676,,,,,-5.67,3.319,0.993452,0,0,0,0
850,677,,,,,-5.689,3.314,0.993364,0,0,0,0
851,678,,,,,-5.708,3.309,0.993452,0,0,0,0
852,679,,,,,-5.728,3.305,0.993452,0,0,0,0
853,680,,,,,-5.747,3.3,0.993452,0,0,0,0
854,681,,,,,-5.766,3.295,0.993452,0,0,0,0
855,682,,,,,-5.786,3.291,0.993364,0,0,0,0
856,683,,,,,-5.805,3.286,0.993452,0,0,0,0
857,684,,,,,-5.825,3.281,0.993364,0,0,0,0
858,685,,,,,-5.844,3.277,0.993452,0,0,0,0
859,686,,,,,-5.863,3.272,0.993364,0,0,0,0
860,687,,,,,-5.883,3.267,0.993452,0,0,0,0
861,688,,,,,-5.902,3.263,0.993452,0,0,0,0
862,689,,,,,-5.922,3.258,0.993452,0,0,0,0
863,690,,,,,-5.941,3.253,0.993539,0,0,0,0
864,691,,,,,-5.96,3.249,0.993364,0,0,0,0
865,692,,,,,-5.98,3.244,0.993539,0,0,0,0
866,693,,,,,-5.999,3.239,0.993364,0,0,0,0
