,Unnamed: 0,Unnamed: 0.1,image_number,xmin,ymin,xmax,ymax,x_values_odo,y_values_odo,z_values_odo,x_center,y_center,width,height
567,567,567,394,0.0,0.62,0.3799999999999999,0.0600000000000005,-0.304,4.277,0.999863,0.18999999999999995,0.8099999999999996,2.38,10.38
568,568,568,395,0.0,0.5,0.18999999999999995,0.8800000000000008,-0.322,4.276,0.999863,0.06000000000000005,0.6900000000000004,2.19,10.38
569,569,569,396,0.0,0.44,0.3799999999999999,0.0,-0.342,4.276,0.99985,0.18999999999999995,0.6900000000000004,2.38,10.5
570,570,570,397,0.0,0.31,0.18999999999999995,0.0600000000000005,-0.362,4.275,0.999863,0.1200000000000001,0.6900000000000004,2.19,10.75
571,571,571,398,0.0,0.31,0.3799999999999999,0.0600000000000005,-0.382,4.274,0.999863,0.18999999999999995,0.6900000000000004,2.38,10.69
572,572,572,399,0.0,0.25,0.3799999999999999,0.25,-0.402,4.273,0.999863,0.18999999999999995,0.75,2.38,10.94
573,573,573,400,0.0,0.25,0.25,0.0600000000000005,-0.422,4.273,0.999863,0.1200000000000001,0.6200000000000001,2.25,10.75
574,574,574,401,0.0,0.25,0.18999999999999995,0.25,-0.442,4.272,0.999863,0.06000000000000005,0.75,2.19,11.0
575,575,575,402,0.0,0.25,0.06000000000000005,0.3100000000000005,-0.462,4.271,0.999863,0.0,0.8099999999999996,2.06,11.0
576,576,576,403,0.0,0.0,0.94,0.5,-0.482,4.27,0.999875,0.94,0.75,1.94,11.44
577,577,577,404,0.0,0.0,0.94,0.4399999999999995,-0.502,4.269,0.999863,0.94,0.75,1.88,11.44
578,578,578,405,0.0,0.0,0.8799999999999999,0.6899999999999995,-0.521,4.269,0.999863,0.94,0.8099999999999996,1.81,11.69
579,579,579,406,0.0,0.0,0.81,0.6899999999999995,-0.538,4.268,0.999792,0.88,0.8099999999999996,1.75,11.69
580,580,580,407,0.0,0.06,0.69,0.4399999999999995,-0.553,4.267,0.999628,0.88,0.75,1.69,11.38
581,581,581,408,0.0,0.0,0.6200000000000001,0.6199999999999992,-0.568,4.266,0.999492,0.81,0.8099999999999996,1.62,11.62
582,582,582,409,0.0,0.0,0.0,0.9399999999999995,-0.588,4.265,0.999585,0.0,0.0,1.94,11.94
583,583,583,410,0.0,0.0,0.81,0.75,-0.609,4.263,0.999562,0.88,0.8799999999999999,1.81,11.69
584,584,584,411,,,,,-0.628,4.262,0.999585,0.0,0.0,0.0,0.0
585,585,585,412,,,,,-0.647,4.261,0.99954,0.0,0.0,0.0,0.0
586,586,586,413,,,,,-0.668,4.259,0.999562,0.0,0.0,0.0,0.0
587,587,587,414,,,,,-0.688,4.258,0.999585,0.0,0.0,0.0,0.0
588,588,588,415,,,,,-0.707,4.257,0.999562,0.0,0.0,0.0,0.0
589,589,589,416,,,,,-0.728,4.256,0.999562,0.0,0.0,0.0,0.0
590,590,590,417,,,,,-0.748,4.254,0.99954,0.0,0.0,0.0,0.0
591,591,591,418,,,,,-0.767,4.253,0.999562,0.0,0.0,0.0,0.0
592,592,592,419,,,,,-0.787,4.252,0.999585,0.0,0.0,0.0,0.0
593,593,593,420,,,,,-0.808,4.25,0.99954,0.0,0.0,0.0,0.0
594,594,594,421,,,,,-0.827,4.249,0.99954,0.0,0.0,0.0,0.0
595,595,595,422,,,,,-0.847,4.248,0.999562,0.0,0.0,0.0,0.0
596,596,596,423,,,,,-0.867,4.246,0.99954,0.0,0.0,0.0,0.0
597,597,597,424,,,,,-0.887,4.245,0.999562,0.0,0.0,0.0,0.0
598,598,598,425,,,,,-0.907,4.244,0.999562,0.0,0.0,0.0,0.0
599,599,599,426,,,,,-0.927,4.242,0.99954,0.0,0.0,0.0,0.0
600,600,600,427,,,,,-0.946,4.241,0.999562,0.0,0.0,0.0,0.0
601,601,601,428,,,,,-0.966,4.24,0.999516,0.0,0.0,0.0,0.0
602,602,602,429,,,,,-0.986,4.238,0.999585,0.0,0.0,0.0,0.0
603,603,603,430,,,,,-1.006,4.237,0.999562,0.0,0.0,0.0,0.0
604,604,604,431,,,,,-1.026,4.236,0.999562,0.0,0.0,0.0,0.0
605,605,605,432,,,,,-1.046,4.235,0.999562,0.0,0.0,0.0,0.0
606,606,606,433,,,,,-1.066,4.233,0.999562,0.0,0.0,0.0,0.0
607,607,607,434,,,,,-1.086,4.232,0.999562,0.0,0.0,0.0,0.0
608,608,608,435,,,,,-1.105,4.231,0.999585,0.0,0.0,0.0,0.0
609,609,609,436,,,,,-1.126,4.229,0.99954,0.0,0.0,0.0,0.0
610,610,610,437,,,,,-1.146,4.228,0.999562,0.0,0.0,0.0,0.0
611,611,611,438,,,,,-1.165,4.227,0.999562,0.0,0.0,0.0,0.0
612,612,612,439,,,,,-1.185,4.225,0.99954,0.0,0.0,0.0,0.0
613,613,613,440,,,,,-1.205,4.224,0.99954,0.0,0.0,0.0,0.0
614,614,614,441,,,,,-1.225,4.223,0.99954,0.0,0.0,0.0,0.0
615,615,615,442,,,,,-1.242,4.221,0.999416,0.0,0.0,0.0,0.0
616,616,616,443,,,,,-1.256,4.22,0.999188,0.0,0.0,0.0,0.0
617,617,617,444,,,,,-1.268,4.219,0.99866,0.0,0.0,0.0,0.0
618,618,618,445,,,,,-1.276,4.218,0.998143,0.0,0.0,0.0,0.0
619,619,619,446,,,,,-1.281,4.218,0.997752,0.0,0.0,0.0,0.0
620,620,620,447,,,,,-1.288,4.217,0.99721,0.0,0.0,0.0,0.0
621,621,621,448,,,,,-1.3,4.215,0.997488,0.0,0.0,0.0,0.0
622,622,622,449,,,,,-1.314,4.213,0.997379,0.0,0.0,0.0,0.0
623,623,623,450,,,,,-1.33,4.21,0.997434,0.0,0.0,0.0,0.0
624,624,624,451,,,,,-1.351,4.207,0.997379,0.0,0.0,0.0,0.0
625,625,625,452,,,,,-1.37,4.204,0.997379,0.0,0.0,0.0,0.0
626,626,626,453,,,,,-1.389,4.201,0.997434,0.0,0.0,0.0,0.0
627,627,627,454,,,,,-1.409,4.198,0.997434,0.0,0.0,0.0,0.0
628,628,628,455,,,,,-1.429,4.195,0.997323,0.0,0.0,0.0,0.0
629,629,629,456,,,,,-1.449,4.192,0.997379,0.0,0.0,0.0,0.0
630,630,630,457,,,,,-1.469,4.189,0.997379,0.0,0.0,0.0,0.0
631,631,631,458,,,,,-1.488,4.186,0.997488,0.0,0.0,0.0,0.0
632,632,632,459,,,,,-1.508,4.183,0.997323,0.0,0.0,0.0,0.0
633,633,633,460,,,,,-1.528,4.18,0.997434,0.0,0.0,0.0,0.0
634,634,634,461,,,,,-1.548,4.177,0.997323,0.0,0.0,0.0,0.0
635,635,635,462,,,,,-1.567,4.174,0.997434,0.0,0.0,0.0,0.0
636,636,636,463,,,,,-1.587,4.171,0.997379,0.0,0.0,0.0,0.0
637,637,637,464,,,,,-1.607,4.168,0.997434,0.0,0.0,0.0,0.0
638,638,638,465,,,,,-1.626,4.165,0.997379,0.0,0.0,0.0,0.0
639,639,639,466,,,,,-1.646,4.162,0.997434,0.0,0.0,0.0,0.0
640,640,640,467,,,,,-1.666,4.159,0.997379,0.0,0.0,0.0,0.0
641,641,641,468,,,,,-1.686,4.156,0.997434,0.0,0.0,0.0,0.0
642,642,642,469,,,,,-1.705,4.153,0.997379,0.0,0.0,0.0,0.0
643,643,643,470,,,,,-1.725,4.15,0.997434,0.0,0.0,0.0,0.0
644,644,644,471,,,,,-1.745,4.147,0.997323,0.0,0.0,0.0,0.0
645,645,645,472,,,,,-1.765,4.144,0.997323,0.0,0.0,0.0,0.0
646,646,646,473,,,,,-1.784,4.141,0.997434,0.0,0.0,0.0,0.0
647,647,647,474,,,,,-1.804,4.138,0.997379,0.0,0.0,0.0,0.0
648,648,648,475,,,,,-1.824,4.135,0.997379,0.0,0.0,0.0,0.0
649,649,649,476,,,,,-1.843,4.132,0.997434,0.0,0.0,0.0,0.0
650,650,650,477,,,,,-1.863,4.129,0.997379,0.0,0.0,0.0,0.0
651,651,651,478,,,,,-1.883,4.126,0.997434,0.0,0.0,0.0,0.0
652,652,652,479,,,,,-1.903,4.123,0.997434,0.0,0.0,0.0,0.0
653,653,653,480,,,,,-1.922,4.12,0.997434,0.0,0.0,0.0,0.0
654,654,654,481,,,,,-1.942,4.117,0.997434,0.0,0.0,0.0,0.0
655,655,655,482,,,,,-1.962,4.114,0.997434,0.0,0.0,0.0,0.0
656,656,656,483,,,,,-1.982,4.111,0.997379,0.0,0.0,0.0,0.0
657,657,657,484,,,,,-2.001,4.108,0.997434,0.0,0.0,0.0,0.0
658,658,658,485,,,,,-2.021,4.105,0.997434,0.0,0.0,0.0,0.0
659,659,659,486,,,,,-2.041,4.102,0.997434,0.0,0.0,0.0,0.0
660,660,660,487,,,,,-2.061,4.099,0.997379,0.0,0.0,0.0,0.0
661,661,661,488,,,,,-2.08,4.096,0.997379,0.0,0.0,0.0,0.0
662,662,662,489,,,,,-2.1,4.093,0.997434,0.0,0.0,0.0,0.0
663,663,663,490,,,,,-2.12,4.09,0.997379,0.0,0.0,0.0,0.0
664,664,664,491,,,,,-2.14,4.087,0.997434,0.0,0.0,0.0,0.0
665,665,665,492,,,,,-2.159,4.084,0.997323,0.0,0.0,0.0,0.0
666,666,666,493,,,,,-2.179,4.081,0.997434,0.0,0.0,0.0,0.0
667,667,667,494,,,,,-2.199,4.078,0.997379,0.0,0.0,0.0,0.0
668,668,668,495,,,,,-2.218,4.075,0.997379,0.0,0.0,0.0,0.0
669,669,669,496,,,,,-2.238,4.072,0.997488,0.0,0.0,0.0,0.0
670,670,670,497,,,,,-2.258,4.069,0.997379,0.0,0.0,0.0,0.0
671,671,671,498,,,,,-2.277,4.066,0.997434,0.0,0.0,0.0,0.0
672,672,672,499,,,,,-2.297,4.063,0.997323,0.0,0.0,0.0,0.0
673,673,673,500,,,,,-2.317,4.06,0.997379,0.0,0.0,0.0,0.0
674,674,674,501,,,,,-2.337,4.057,0.997379,0.0,0.0,0.0,0.0
675,675,675,502,,,,,-2.356,4.054,0.997379,0.0,0.0,0.0,0.0
676,676,676,503,,,,,-2.376,4.051,0.997323,0.0,0.0,0.0,0.0
677,677,677,504,,,,,-2.396,4.048,0.997379,0.0,0.0,0.0,0.0
678,678,678,505,,,,,-2.415,4.045,0.997379,0.0,0.0,0.0,0.0
679,679,679,506,,,,,-2.435,4.042,0.997379,0.0,0.0,0.0,0.0
680,680,680,507,,,,,-2.455,4.039,0.997434,0.0,0.0,0.0,0.0
681,681,681,508,,,,,-2.475,4.036,0.997379,0.0,0.0,0.0,0.0
682,682,682,509,,,,,-2.494,4.033,0.997379,0.0,0.0,0.0,0.0
683,683,683,510,,,,,-2.514,4.03,0.997379,0.0,0.0,0.0,0.0
684,684,684,511,,,,,-2.534,4.027,0.997379,0.0,0.0,0.0,0.0
685,685,685,512,,,,,-2.553,4.024,0.997434,0.0,0.0,0.0,0.0
686,686,686,513,,,,,-2.573,4.021,0.997379,0.0,0.0,0.0,0.0
687,687,687,514,,,,,-2.593,4.018,0.997434,0.0,0.0,0.0,0.0
688,688,688,515,,,,,-2.613,4.015,0.997379,0.0,0.0,0.0,0.0
689,689,689,516,,,,,-2.632,4.012,0.997434,0.0,0.0,0.0,0.0
690,690,690,517,,,,,-2.652,4.009,0.997379,0.0,0.0,0.0,0.0
691,691,691,518,,,,,-2.672,4.006,0.997379,0.0,0.0,0.0,0.0
692,692,692,519,,,,,-2.692,4.003,0.997323,0.0,0.0,0.0,0.0
693,693,693,520,,,,,-2.712,4.0,0.997379,0.0,0.0,0.0,0.0
694,694,694,521,,,,,-2.731,3.997,0.997488,0.0,0.0,0.0,0.0
695,695,695,522,,,,,-2.751,3.994,0.997323,0.0,0.0,0.0,0.0
696,696,696,523,,,,,-2.771,3.991,0.997434,0.0,0.0,0.0,0.0
697,697,697,524,,,,,-2.79,3.988,0.997379,0.0,0.0,0.0,0.0
698,698,698,525,,,,,-2.81,3.985,0.997379,0.0,0.0,0.0,0.0
699,699,699,526,,,,,-2.83,3.982,0.997434,0.0,0.0,0.0,0.0
700,700,700,527,,,,,-2.85,3.979,0.997379,0.0,0.0,0.0,0.0
701,701,701,528,,,,,-2.869,3.976,0.997434,0.0,0.0,0.0,0.0
702,702,702,529,,,,,-2.889,3.973,0.997434,0.0,0.0,0.0,0.0
703,703,703,530,,,,,-2.909,3.97,0.997434,0.0,0.0,0.0,0.0
704,704,704,531,,,,,-2.928,3.967,0.997379,0.0,0.0,0.0,0.0
705,705,705,532,,,,,-2.948,3.964,0.997434,0.0,0.0,0.0,0.0
706,706,706,533,,,,,-2.968,3.961,0.997379,0.0,0.0,0.0,0.0
707,707,707,534,,,,,-2.988,3.958,0.997379,0.0,0.0,0.0,0.0
708,708,708,535,,,,,-3.007,3.955,0.997379,0.0,0.0,0.0,0.0
709,709,709,536,,,,,-3.027,3.952,0.997379,0.0,0.0,0.0,0.0
710,710,710,537,,,,,-3.044,3.949,0.997094,0.0,0.0,0.0,0.0
711,711,711,538,,,,,-3.058,3.947,0.996546,0.0,0.0,0.0,0.0
712,712,712,539,,,,,-3.069,3.945,0.9956,0.0,0.0,0.0,0.0
713,713,713,540,,,,,-3.077,3.943,0.994698,0.0,0.0,0.0,0.0
714,714,714,541,,,,,-3.083,3.942,0.993712,0.0,0.0,0.0,0.0
715,715,715,542,,,,,-3.089,3.941,0.993276,0.0,0.0,0.0,0.0
716,716,716,543,,,,,-3.101,3.938,0.993539,0.0,0.0,0.0,0.0
717,717,717,544,,,,,-3.115,3.934,0.993364,0.0,0.0,0.0,0.0
718,718,718,545,,,,,-3.131,3.931,0.993364,0.0,0.0,0.0,0.0
719,719,719,546,,,,,-3.151,3.926,0.993452,0.0,0.0,0.0,0.0
720,720,720,547,,,,,-3.17,3.921,0.993452,0.0,0.0,0.0,0.0
721,721,721,548,,,,,-3.189,3.917,0.993452,0.0,0.0,0.0,0.0
722,722,722,549,,,,,-3.209,3.912,0.993539,0.0,0.0,0.0,0.0
723,723,723,550,,,,,-3.228,3.907,0.993364,0.0,0.0,0.0,0.0
724,724,724,551,,,,,-3.247,3.903,0.993452,0.0,0.0,0.0,0.0
725,725,725,552,,,,,-3.267,3.898,0.993364,0.0,0.0,0.0,0.0
726,726,726,553,,,,,-3.286,3.893,0.993452,0.0,0.0,0.0,0.0
727,727,727,554,,,,,-3.305,3.888,0.993364,0.0,0.0,0.0,0.0
728,728,728,555,,,,,-3.325,3.884,0.993364,0.0,0.0,0.0,0.0
729,729,729,556,,,,,-3.344,3.879,0.993452,0.0,0.0,0.0,0.0
730,730,730,557,,,,,-3.364,3.874,0.993452,0.0,0.0,0.0,0.0
731,731,731,558,,,,,-3.383,3.87,0.993452,0.0,0.0,0.0,0.0
732,732,732,559,,,,,-3.402,3.865,0.993364,0.0,0.0,0.0,0.0
733,733,733,560,,,,,-3.422,3.86,0.993452,0.0,0.0,0.0,0.0
734,734,734,561,,,,,-3.441,3.856,0.993364,0.0,0.0,0.0,0.0
735,735,735,562,,,,,-3.461,3.851,0.993452,0.0,0.0,0.0,0.0
736,736,736,563,,,,,-3.48,3.846,0.993539,0.0,0.0,0.0,0.0
737,737,737,564,,,,,-3.499,3.842,0.993364,0.0,0.0,0.0,0.0
738,738,738,565,,,,,-3.519,3.837,0.993539,0.0,0.0,0.0,0.0
739,739,739,566,,,,,-3.538,3.832,0.993364,0.0,0.0,0.0,0.0
740,740,740,567,,,,,-3.557,3.828,0.993539,0.0,0.0,0.0,0.0
741,741,741,568,,,,,-3.577,3.823,0.993452,0.0,0.0,0.0,0.0
742,742,742,569,,,,,-3.596,3.818,0.993452,0.0,0.0,0.0,0.0
743,743,743,570,,,,,-3.616,3.814,0.993276,0.0,0.0,0.0,0.0
744,744,744,571,,,,,-3.635,3.809,0.993452,0.0,0.0,0.0,0.0
745,745,745,572,,,,,-3.654,3.804,0.993452,0.0,0.0,0.0,0.0
746,746,746,573,,,,,-3.674,3.8,0.993364,0.0,0.0,0.0,0.0
747,747,747,574,,,,,-3.693,3.795,0.993452,0.0,0.0,0.0,0.0
748,748,748,575,,,,,-3.712,3.79,0.993364,0.0,0.0,0.0,0.0
749,749,749,576,,,,,-3.732,3.786,0.993452,0.0,0.0,0.0,0.0
750,750,750,577,,,,,-3.751,3.781,0.993364,0.0,0.0,0.0,0.0
751,751,751,578,,,,,-3.771,3.776,0.993452,0.0,0.0,0.0,0.0
752,752,752,579,,,,,-3.79,3.772,0.993539,0.0,0.0,0.0,0.0
753,753,753,580,,,,,-3.809,3.767,0.993364,0.0,0.0,0.0,0.0
754,754,754,581,,,,,-3.829,3.762,0.993539,0.0,0.0,0.0,0.0
755,755,755,582,,,,,-3.848,3.758,0.993364,0.0,0.0,0.0,0.0
756,756,756,583,,,,,-3.867,3.753,0.993539,0.0,0.0,0.0,0.0
757,757,757,584,,,,,-3.887,3.748,0.993364,0.0,0.0,0.0,0.0
758,758,758,585,,,,,-3.906,3.744,0.993364,0.0,0.0,0.0,0.0
759,759,759,586,,,,,-3.926,3.739,0.993364,0.0,0.0,0.0,0.0
760,760,760,587,,,,,-3.945,3.734,0.993364,0.0,0.0,0.0,0.0
761,761,761,588,,,,,-3.964,3.73,0.993539,0.0,0.0,0.0,0.0
762,762,762,589,,,,,-3.984,3.725,0.993452,0.0,0.0,0.0,0.0
763,763,763,590,,,,,-4.003,3.72,0.993452,0.0,0.0,0.0,0.0
764,764,764,591,,,,,-4.023,3.716,0.993364,0.0,0.0,0.0,0.0
765,765,765,592,,,,,-4.042,3.711,0.993452,0.0,0.0,0.0,0.0
766,766,766,593,,,,,-4.061,3.706,0.993364,0.0,0.0,0.0,0.0
767,767,767,594,,,,,-4.081,3.702,0.993452,0.0,0.0,0.0,0.0
768,768,768,595,,,,,-4.1,3.697,0.993452,0.0,0.0,0.0,0.0
769,769,769,596,,,,,-4.119,3.692,0.993364,0.0,0.0,0.0,0.0
770,770,770,597,,,,,-4.139,3.688,0.993452,0.0,0.0,0.0,0.0
771,771,771,598,,,,,-4.158,3.683,0.993364,0.0,0.0,0.0,0.0
772,772,772,599,,,,,-4.177,3.678,0.993452,0.0,0.0,0.0,0.0
773,773,773,600,,,,,-4.197,3.674,0.993364,0.0,0.0,0.0,0.0
774,774,774,601,,,,,-4.216,3.669,0.993452,0.0,0.0,0.0,0.0
775,775,775,602,,,,,-4.236,3.664,0.993364,0.0,0.0,0.0,0.0
776,776,776,603,,,,,-4.255,3.659,0.993364,0.0,0.0,0.0,0.0
777,777,777,604,,,,,-4.274,3.655,0.993452,0.0,0.0,0.0,0.0
778,778,778,605,,,,,-4.294,3.65,0.993452,0.0,0.0,0.0,0.0
779,779,779,606,,,,,-4.313,3.646,0.993452,0.0,0.0,0.0,0.0
780,780,780,607,,,,,-4.333,3.641,0.993364,0.0,0.0,0.0,0.0
781,781,781,608,,,,,-4.352,3.636,0.993452,0.0,0.0,0.0,0.0
782,782,782,609,,,,,-4.372,3.631,0.993364,0.0,0.0,0.0,0.0
783,783,783,610,,,,,-4.391,3.627,0.993539,0.0,0.0,0.0,0.0
784,784,784,611,,,,,-4.41,3.622,0.993539,0.0,0.0,0.0,0.0
785,785,785,612,,,,,-4.43,3.618,0.993364,0.0,0.0,0.0,0.0
786,786,786,613,,,,,-4.449,3.613,0.993452,0.0,0.0,0.0,0.0
787,787,787,614,,,,,-4.468,3.608,0.993364,0.0,0.0,0.0,0.0
788,788,788,615,,,,,-4.488,3.604,0.993452,0.0,0.0,0.0,0.0
789,789,789,616,,,,,-4.507,3.599,0.993364,0.0,0.0,0.0,0.0
790,790,790,617,,,,,-4.526,3.594,0.993364,0.0,0.0,0.0,0.0
791,791,791,618,,,,,-4.546,3.589,0.993364,0.0,0.0,0.0,0.0
792,792,792,619,,,,,-4.565,3.585,0.993452,0.0,0.0,0.0,0.0
793,793,793,620,,,,,-4.585,3.58,0.993452,0.0,0.0,0.0,0.0
794,794,794,621,,,,,-4.604,3.575,0.993452,0.0,0.0,0.0,0.0
795,795,795,622,,,,,-4.623,3.571,0.993452,0.0,0.0,0.0,0.0
796,796,796,623,,,,,-4.643,3.566,0.993364,0.0,0.0,0.0,0.0
797,797,797,624,,,,,-4.662,3.561,0.993452,0.0,0.0,0.0,0.0
798,798,798,625,,,,,-4.682,3.557,0.993364,0.0,0.0,0.0,0.0
799,799,799,626,,,,,-4.701,3.552,0.993539,0.0,0.0,0.0,0.0
800,800,800,627,,,,,-4.72,3.547,0.993452,0.0,0.0,0.0,0.0
801,801,801,628,,,,,-4.739,3.543,0.993452,0.0,0.0,0.0,0.0
802,802,802,629,,,,,-4.759,3.538,0.993452,0.0,0.0,0.0,0.0
803,803,803,630,,,,,-4.778,3.533,0.993452,0.0,0.0,0.0,0.0
804,804,804,631,,,,,-4.798,3.529,0.993452,0.0,0.0,0.0,0.0
805,805,805,632,,,,,-4.817,3.524,0.993452,0.0,0.0,0.0,0.0
806,806,806,633,,,,,-4.836,3.519,0.993364,0.0,0.0,0.0,0.0
807,807,807,634,,,,,-4.856,3.515,0.993452,0.0,0.0,0.0,0.0
808,808,808,635,,,,,-4.875,3.51,0.993452,0.0,0.0,0.0,0.0
809,809,809,636,,,,,-4.895,3.505,0.993452,0.0,0.0,0.0,0.0
810,810,810,637,,,,,-4.914,3.501,0.993452,0.0,0.0,0.0,0.0
811,811,811,638,,,,,-4.933,3.496,0.993364,0.0,0.0,0.0,0.0
812,812,812,639,,,,,-4.953,3.491,0.993452,0.0,0.0,0.0,0.0
813,813,813,640,,,,,-4.972,3.487,0.993452,0.0,0.0,0.0,0.0
814,814,814,641,,,,,-4.992,3.482,0.993364,0.0,0.0,0.0,0.0
815,815,815,642,,,,,-5.011,3.477,0.993626,0.0,0.0,0.0,0.0
816,816,816,643,,,,,-5.03,3.473,0.993364,0.0,0.0,0.0,0.0
817,817,817,644,,,,,-5.05,3.468,0.993539,0.0,0.0,0.0,0.0
818,818,818,645,,,,,-5.069,3.463,0.993452,0.0,0.0,0.0,0.0
819,819,819,646,,,,,-5.088,3.459,0.993452,0.0,0.0,0.0,0.0
820,820,820,647,,,,,-5.108,3.454,0.993452,0.0,0.0,0.0,0.0
821,821,821,648,,,,,-5.127,3.449,0.993452,0.0,0.0,0.0,0.0
822,822,822,649,,,,,-5.147,3.445,0.993364,0.0,0.0,0.0,0.0
823,823,823,650,,,,,-5.166,3.44,0.993364,0.0,0.0,0.0,0.0
824,824,824,651,,,,,-5.185,3.435,0.993452,0.0,0.0,0.0,0.0
825,825,825,652,,,,,-5.205,3.431,0.993452,0.0,0.0,0.0,0.0
826,826,826,653,,,,,-5.224,3.426,0.993452,0.0,0.0,0.0,0.0
827,827,827,654,,,,,-5.243,3.421,0.993364,0.0,0.0,0.0,0.0
828,828,828,655,,,,,-5.263,3.417,0.993452,0.0,0.0,0.0,0.0
829,829,829,656,,,,,-5.282,3.412,0.993452,0.0,0.0,0.0,0.0
830,830,830,657,,,,,-5.301,3.407,0.993452,0.0,0.0,0.0,0.0
831,831,831,658,,,,,-5.321,3.403,0.993626,0.0,0.0,0.0,0.0
832,832,832,659,,,,,-5.34,3.398,0.993452,0.0,0.0,0.0,0.0
833,833,833,660,,,,,-5.36,3.393,0.993539,0.0,0.0,0.0,0.0
834,834,834,661,,,,,-5.379,3.389,0.993452,0.0,0.0,0.0,0.0
835,835,835,662,,,,,-5.399,3.384,0.993452,0.0,0.0,0.0,0.0
836,836,836,663,,,,,-5.418,3.38,0.993364,0.0,0.0,0.0,0.0
837,837,837,664,,,,,-5.437,3.375,0.993452,0.0,0.0,0.0,0.0
838,838,838,665,,,,,-5.457,3.37,0.993276,0.0,0.0,0.0,0.0
839,839,839,666,,,,,-5.476,3.365,0.993276,0.0,0.0,0.0,0.0
840,840,840,667,,,,,-5.495,3.361,0.993539,0.0,0.0,0.0,0.0
841,841,841,668,,,,,-5.515,3.356,0.993364,0.0,0.0,0.0,0.0
842,842,842,669,,,,,-5.534,3.351,0.993539,0.0,0.0,0.0,0.0
843,843,843,670,,,,,-5.553,3.347,0.993364,0.0,0.0,0.0,0.0
844,844,844,671,,,,,-5.573,3.342,0.993364,0.0,0.0,0.0,0.0
845,845,845,672,,,,,-5.592,3.337,0.993364,0.0,0.0,0.0,0.0
846,846,846,673,,,,,-5.612,3.333,0.993364,0.0,0.0,0.0,0.0
847,847,847,674,,,,,-5.631,3.328,0.993539,0.0,0.0,0.0,0.0
848,848,848,675,,,,,-5.65,3.323,0.993364,0.0,0.0,0.0,0.0
849,849,849,676,,,,,-5.67,3.319,0.993452,0.0,0.0,0.0,0.0
850,850,850,677,,,,,-5.689,3.314,0.993364,0.0,0.0,0.0,0.0
851,851,851,678,,,,,-5.708,3.309,0.993452,0.0,0.0,0.0,0.0
852,852,852,679,,,,,-5.728,3.305,0.993452,0.0,0.0,0.0,0.0
853,853,853,680,,,,,-5.747,3.3,0.993452,0.0,0.0,0.0,0.0
854,854,854,681,,,,,-5.766,3.295,0.993452,0.0,0.0,0.0,0.0
855,855,855,682,,,,,-5.786,3.291,0.993364,0.0,0.0,0.0,0.0
856,856,856,683,,,,,-5.805,3.286,0.993452,0.0,0.0,0.0,0.0
857,857,857,684,,,,,-5.825,3.281,0.993364,0.0,0.0,0.0,0.0
858,858,858,685,,,,,-5.844,3.277,0.993452,0.0,0.0,0.0,0.0
859,859,859,686,,,,,-5.863,3.272,0.993364,0.0,0.0,0.0,0.0
860,860,860,687,,,,,-5.883,3.267,0.993452,0.0,0.0,0.0,0.0
861,861,861,688,,,,,-5.902,3.263,0.993452,0.0,0.0,0.0,0.0
862,862,862,689,,,,,-5.922,3.258,0.993452,0.0,0.0,0.0,0.0
863,863,863,690,,,,,-5.941,3.253,0.993539,0.0,0.0,0.0,0.0
864,864,864,691,,,,,-5.96,3.249,0.993364,0.0,0.0,0.0,0.0
865,865,865,692,,,,,-5.98,3.244,0.993539,0.0,0.0,0.0,0.0
866,866,866,693,,,,,-5.999,3.239,0.993364,0.0,0.0,0.0,0.0
867,867,867,694,,,,,-6.018,3.235,0.993452,0.0,0.0,0.0,0.0
868,868,868,695,,,,,-6.035,3.23,0.992917,0.0,0.0,0.0,0.0
869,869,869,696,,,,,-6.049,3.227,0.992076,0.0,0.0,0.0,0.0
870,870,870,697,,,,,-6.06,3.224,0.990673,0.0,0.0,0.0,0.0
871,871,871,698,,,,,-6.068,3.222,0.989381,0.0,0.0,0.0,0.0
872,872,872,699,,,,,-6.073,3.22,0.987886,0.0,0.0,0.0,0.0
873,873,873,700,,,,,-6.075,3.219,0.986546,0.0,0.0,0.0,0.0
874,874,874,701,,,,,-6.075,3.219,0.985397,0.0,0.0,0.0,0.0
875,875,875,702,,,,,-6.075,3.219,0.983792,0.0,0.0,0.0,0.0
876,876,876,703,,,,,-6.075,3.219,0.982104,0.0,0.0,0.0,0.0
877,877,877,704,,,,,-6.075,3.219,0.980334,0.0,0.0,0.0,0.0
878,878,878,705,,,,,-6.075,3.219,0.978323,0.0,0.0,0.0,0.0
879,879,879,706,,,,,-6.075,3.219,0.976381,0.0,0.0,0.0,0.0
880,880,880,707,,,,,-6.075,3.219,0.974356,0.0,0.0,0.0,0.0
881,881,881,708,,,,,-6.075,3.219,0.97207,0.0,0.0,0.0,0.0
882,882,882,709,,,,,-6.075,3.219,0.969875,0.0,0.0,0.0,0.0
883,883,883,710,,,,,-6.075,3.219,0.967405,0.0,0.0,0.0,0.0
884,884,884,711,,,,,-6.075,3.219,0.965039,0.0,0.0,0.0,0.0
885,885,885,712,,,,,-6.075,3.219,0.962385,0.0,0.0,0.0,0.0
886,886,886,713,,,,,-6.075,3.219,0.95985,0.0,0.0,0.0,0.0
887,887,887,714,,,,,-6.077,3.218,0.958553,0.0,0.0,0.0,0.0
